	Biomarker	Condition Types Full	Condition Categories	Condition Name	Clinical Status	Biomarker Type	Chinese Name
721	L-Lactic acid	G.R.A.C.I.L.E. Syndrome	Germ-Line Disorder,Metabolic Disorder,Digestive System Disorder	G.R.A.C.I.L.E. Syndrome	Clinical	Chemical Biomarkers	L-乳酸
722	L-Lactic acid	Leber Optic Atrophy And Dystonia	Visual System Disorder,Germ-Line Disorder,Musculoskeletal System Disorder	Leber Optic Atrophy And Dystonia	Clinical	Chemical Biomarkers	L-乳酸
723	L-Lactic acid	Hereditary Myopathy With Lactic Acidosis	Germ-Line Disorder,Musculoskeletal System Disorder,Nervous System Disorder,Metabolic Disorder	Hereditary Myopathy With Lactic Acidosis	Clinical	Chemical Biomarkers	L-乳酸
724	L-Lactic acid	Pyridoxine Dependent Epilepsy	Nervous System Disorder	Epilepsy	Clinical	Chemical Biomarkers	L-乳酸
725	L-Lactic acid	Leigh syndrome	Germ-Line Disorder,Nervous System Disorder,Mental or Behavioural Disorder	Leigh syndrome	Clinical	Chemical Biomarkers	L-乳酸
726	L-Lactic acid	3 Hydroxyacyl Co A Dehydrogenase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder,Endocrine System Disorder	3 Hydroxyacyl Co A Dehydrogenase Deficiency	Clinical	Chemical Biomarkers	L-乳酸
727	L-Leucine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L-亮氨酸
728	L-Leucine	Heart Failure	Others,Cardiovascular System Disorder	Heart Failure	Investigational	Chemical Biomarkers	L-亮氨酸
729	L-Lysine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L-赖氨酸
730	L-Lysine	Classic Citrullinemia	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	Classic Citrullinemia	Investigational	Chemical Biomarkers	L-赖氨酸
731	L-Lysine	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Investigational	Chemical Biomarkers	L-赖氨酸
732	L-Lysine	Autosomal Dominant Polycystic Kidney Disease	Germ-Line Disorder,Urinary System Disorder	Autosomal Dominant Polycystic Kidney Disease	Investigational	Chemical Biomarkers	L-赖氨酸
733	L-Malic acid	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L-苹果酸
734	L-Malic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	L-苹果酸
735	L-Malic acid	Anoxia	Others	Anoxia	Investigational	Chemical Biomarkers	L-苹果酸
736	L-Methionine	Classic Citrullinemia	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	Classic Citrullinemia	Investigational	Chemical Biomarkers	L-蛋氨酸
737	L-Methionine	Heart Failure	Others,Cardiovascular System Disorder	Heart Failure	Investigational	Chemical Biomarkers	L-蛋氨酸
738	L-Methionine	Homocystinuria	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder,Mental or Behavioural Disorder	Homocystinuria	Investigational	Chemical Biomarkers	L-蛋氨酸
739	L-Octanoylcarnitine	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	L-辛酰肉碱
740	L-Phenylalanine	Sepsis	Bacterial Infection,Parasitic Infection,Viral Infection	Sepsis	Investigational	Chemical Biomarkers	L-苯丙氨酸
741	L-Phenylalanine	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Investigational	Chemical Biomarkers	L-苯丙氨酸
742	L-Phenylalanine	Myocardial Infarction	Others,Cardiovascular System Disorder	Myocardial Infarction	Investigational	Chemical Biomarkers	L-苯丙氨酸
743	L-Phenylalanine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L-苯丙氨酸
744	L-Proline	Glutathione Synthetase Deficiency	Germ-Line Disorder,Hematological or Lymphatic System Disorder,Metabolic Disorder	Glutathione Synthetase Deficiency	Clinical	Chemical Biomarkers	脯氨酸
745	L-Proline	Autosomal Dominant Polycystic Kidney Disease	Germ-Line Disorder,Urinary System Disorder	Autosomal Dominant Polycystic Kidney Disease	Investigational	Chemical Biomarkers	脯氨酸
746	L-Serine	Phosphoglycerate Dehydrogenase Deficiency	Germ-Line Disorder,Musculoskeletal System Disorder,Nervous System Disorder,Metabolic Disorder	Phosphoglycerate Dehydrogenase Deficiency	Clinical	Chemical Biomarkers	L-丝氨酸
747	L-Serine	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Investigational	Chemical Biomarkers	L-丝氨酸
748	L-Serine	Heart Failure	Others,Cardiovascular System Disorder	Heart Failure	Investigational	Chemical Biomarkers	L-丝氨酸
749	L-Serine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L-丝氨酸
750	L-Threonine	Classic Citrullinemia	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	Classic Citrullinemia	Investigational	Chemical Biomarkers	L-苏氨酸
751	L-Threonine	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Investigational	Chemical Biomarkers	L-苏氨酸
752	L-Threonine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L-苏氨酸
753	L-Tryptophan	Somatic T Cell Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-色氨酸
754	L-Tryptophan	Chronic Eosinophilic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-色氨酸
755	L-Tryptophan	Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-色氨酸
756	L-Tryptophan	Chronic Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-色氨酸
757	L-Tryptophan	Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-色氨酸
758	L-Tryptophan	Sepsis	Bacterial Infection,Parasitic Infection,Viral Infection	Sepsis	Investigational	Chemical Biomarkers	L-色氨酸
759	L-Tryptophan	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L-色氨酸
760	L-Tryptophan	Acute Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-色氨酸
761	L-Tryptophan	Chronic Lymphocytic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	L-色氨酸
762	L-Tryptophan	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	L-色氨酸
763	L-Tyrosine	Classic Citrullinemia	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	Classic Citrullinemia	Investigational	Chemical Biomarkers	L-酪氨酸
764	L-Tyrosine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L-酪氨酸
765	L-Tyrosine	Sepsis	Bacterial Infection,Parasitic Infection,Viral Infection	Sepsis	Investigational	Chemical Biomarkers	L-酪氨酸
766	L-Valine	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	L-缬氨酸
767	L-Valine	Cachexia	Cancer	Cachexia	Investigational	Chemical Biomarkers	L-缬氨酸
768	L-a-glutamyl-L-Lysine	Huntington's Disease	Germ-Line Disorder,Nervous System Disorder,Mental or Behavioural Disorder	Huntington's Disease	Investigational	Chemical Biomarkers	
769	Lactate dehydrogenase	Hepatocellular Carcinoma	Cancer,Digestive System Disorder	Hepatocellular Carcinoma	Investigational	Protein Biomarkers	乳酸脱氢酶
770	Lactoferrin	Inflammatory Bowel Disease	Digestive System Disorder	Inflammatory Bowel Disease	Investigational	Protein Biomarkers	乳铁蛋白
771	Lactotransferrin	Spontaneous Bacterial Peritonitis	Bacterial Infection	Spontaneous Bacterial Peritonitis	Investigational	Protein Biomarkers	乳转铁蛋白
772	Lactotransferrin	Crohn's Disease	Immune System Disorder,Digestive System Disorder	Crohn's Disease	Investigational	Protein Biomarkers	乳转铁蛋白
773	Lactulose	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	乳果糖
774	Lathosterol	Lathosterolosis	Germ-Line Disorder,Musculoskeletal System Disorder,Nervous System Disorder,Metabolic Disorder,Mental or Behavioural Disorder	Lathosterolosis	Investigational	Chemical Biomarkers	松香甾醇
775	Lathosterol	Cerebrotendinous Xanthomatosis	Visual System Disorder,Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder,Endocrine System Disorder,Mental or Behavioural Disorder	Cerebrotendinous Xanthomatosis	Investigational	Chemical Biomarkers	松香甾醇
776	Lathosterol	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Chemical Biomarkers	松香甾醇
777	Lauric aldehyde	Celiac Disease	Immune System Disorder,Lower Gastrointestinal Disorder,Digestive System Disorder	Celiac Disease	Investigational	Chemical Biomarkers	
778	Lead	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Clinical	Chemical Biomarkers	铅
779	Lead	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Clinical	Chemical Biomarkers	铅
780	Leukotriene B4	Hypertension	Cardiovascular System Disorder	Hypertension	Investigational	Chemical Biomarkers	白三烯B4
781	Leukotriene B4	Glutathione Synthetase Deficiency	Germ-Line Disorder,Hematological or Lymphatic System Disorder,Metabolic Disorder	Glutathione Synthetase Deficiency	Clinical	Chemical Biomarkers	白三烯B4
782	Leukotriene C4	Glutathione Synthetase Deficiency	Germ-Line Disorder,Hematological or Lymphatic System Disorder,Metabolic Disorder	Glutathione Synthetase Deficiency	Clinical	Chemical Biomarkers	白三烯C4
783	Leukotriene C4	A.I.D.S.	Immune System Disorder,Viral Infection	A.I.D.S.	Investigational	Chemical Biomarkers	白三烯C4
784	Leukotriene C4	Eczema	Immune System Disorder,Skin Disorder	Eczema	Investigational	Chemical Biomarkers	白三烯C4
785	Leukotriene E4	Eczema	Immune System Disorder,Skin Disorder	Eczema	Investigational	Chemical Biomarkers	白三烯E4
786	Linoleic acid	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Chemical Biomarkers	亚油酸
787	Lipoprotein lipase	Acute Pancreatitis	Digestive System Disorder	Acute Pancreatitis	Investigational	Protein Biomarkers	脂蛋白脂酶
788	Lipoxin A4	Coronary Artery Disease	Others,Cardiovascular System Disorder	Coronary Artery Disease	Investigational	Chemical Biomarkers	脂氧素A4
789	Lithocholic acid	Cystic Fibrosis	Germ-Line Disorder,Male Reproductive System Disorder,Digestive System Disorder,Respiratory System Disorder	Cystic Fibrosis	Investigational	Chemical Biomarkers	岩胆酸
790	Lithocholic acid	Cirrhosis	Others,Digestive System Disorder	Cirrhosis	Investigational	Chemical Biomarkers	岩胆酸
791	Lycopene	Endometrial Cancer	Cancer,Female Reproductive System Disorder	Endometrial Cancer	Investigational	Chemical Biomarkers	茄红素
792	LysoPC	Sepsis	Bacterial Infection,Parasitic Infection,Viral Infection	Sepsis	Investigational	Chemical Biomarkers	
793	Macrophage colony-stimulating factor 1	Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	巨噬细胞集落刺激因子
794	Macrophage colony-stimulating factor 1	Invasive Ductal Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	巨噬细胞集落刺激因子
795	Magnesium	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Clinical	Chemical Biomarkers	镁光
796	Maleic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	马来酸
797	Malondialdehyde	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Investigational	Chemical Biomarkers	丙二醛
798	Malondialdehyde	Schizophrenia	Germ-Line Disorder,Mental or Behavioural Disorder	Schizophrenia	Investigational	Chemical Biomarkers	丙二醛
799	Malondialdehyde	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	丙二醛
800	Mandelic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	苦杏仁酸
801	Manganese	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Clinical	Chemical Biomarkers	锰
802	Mannitol	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	甘露醇
803	Melatonin	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	褪黑素
804	Mercury	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Investigational	Chemical Biomarkers	汞
805	Mercury	Alzheimer's Disease	Nervous System Disorder,Mental or Behavioural Disorder	Alzheimer's Disease	Investigational	Chemical Biomarkers	汞
806	Methanethiol	Liver Disease	Others	Liver Disease	Investigational	Chemical Biomarkers	甲基硫醇
807	Methionine sulfoxide	Sepsis	Bacterial Infection,Parasitic Infection,Viral Infection	Sepsis	Investigational	Chemical Biomarkers
808	Methyl butyrate	Irritable Bowel Syndrome	Lower Gastrointestinal Disorder	Irritable Bowel Syndrome	Investigational	Chemical Biomarkers	丁酸甲酯
809	Methyl butyrate	Crohn's Disease	Immune System Disorder,Digestive System Disorder	Crohn's Disease	Investigational	Chemical Biomarkers	丁酸甲酯
810	Methylamine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	甲胺
811	Methylglutaric acid	3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	3 Hydroxy 3 Methylglutaryl Co A Lyase Deficiency	Clinical	Chemical Biomarkers	甲基戊二酸
812	Methylglutaric acid	Type V 3-Methylglutaconic Aciduria	Germ-Line Disorder,Cardiovascular System Disorder,Metabolic Disorder	Type V 3-Methylglutaconic Aciduria	Clinical	Chemical Biomarkers	甲基戊二酸
813	Methylguanidine	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	甲基胍
814	Methylimidazoleacetic acid	Mastocytosis	Skin Disorder	Mastocytosis	Investigational	Chemical Biomarkers	甲基咪唑乙酸
815	Methylmalonic acid	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Clinical	Chemical Biomarkers	甲基丙二酸
816	Methylsuccinic acid	Refsum Disease	Visual System Disorder,Germ-Line Disorder,Nervous System Disorder,Digestive System Disorder	Refsum Disease	Clinical	Chemical Biomarkers	甲基琥珀酸
817	Methylsuccinic acid	Infantile Refsum Disease	Visual System Disorder,Germ-Line Disorder,Nervous System Disorder,Digestive System Disorder	Refsum Disease	Clinical	Chemical Biomarkers	甲基琥珀酸
818	Mevalonic acid	Mevalonic Aciduria	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder	Mevalonic Aciduria	Clinical	Chemical Biomarkers	甲羟戊酸
819	Mevalonic acid	Smith Lemli Opitz Syndrome	Germ-Line Disorder,Musculoskeletal System Disorder,Nervous System Disorder,Mental or Behavioural Disorder	Smith Lemli Opitz Syndrome	Investigational	Chemical Biomarkers	甲羟戊酸
820	Molybdenum	Multiple Sclerosis	Immune System Disorder,Germ-Line Disorder,Nervous System Disorder	Multiple Sclerosis	Clinical	Chemical Biomarkers	钼
821	Mucin-1	Invasive Ductal Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	粘蛋白-1
822	Mucin-1	Ovarian Cancer	Cancer,Female Reproductive System Disorder,Endocrine System Disorder	Ovarian Cancer	Investigational	Protein Biomarkers	粘蛋白-1
823	Mucin-1	Breast Cancer	Cancer,Germ-Line Disorder,Skin Disorder	Breast Cancer	Investigational	Protein Biomarkers	粘蛋白-1
824	Muellerian-inhibiting factor	Polycystic Ovary Syndrome	Female Reproductive System Disorder,Endocrine System Disorder	Polycystic Ovary Syndrome	Investigational	Protein Biomarkers	穆勒抑制因子
825	Myoglobin	Myocardial Infarction	Others,Cardiovascular System Disorder	Myocardial Infarction	Investigational	Protein Biomarkers	肌红蛋白
826	Myoinositol	Uremia	Others,Urinary System Disorder	Uremia	Investigational	Chemical Biomarkers	肌醇
827	Myoinositol	Eosinophilic Esophagitis	Immune System Disorder,Digestive System Disorder	Eosinophilic Esophagitis	Investigational	Chemical Biomarkers	肌醇
828	N-Acetyl-L-tyrosine	Aromatic L Amino Acid Decarboxylase Deficiency	Germ-Line Disorder,Metabolic Disorder	Aromatic L Amino Acid Decarboxylase Deficiency	Clinical	Chemical Biomarkers	
829	N-Acetylputrescine	Chronic Eosinophilic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N-Acetylputrescine
830	N-Acetylputrescine	Somatic T Cell Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N-Acetylputrescine
831	N-Acetylputrescine	Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N-Acetylputrescine
832	N-Acetylputrescine	Chronic Lymphocytic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N-Acetylputrescine
833	N-Acetylputrescine	Chronic Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N-Acetylputrescine
834	N-Acetylputrescine	Acute Myeloid Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N-Acetylputrescine
835	N-Acetylputrescine	Acute Lymphoblastic Leukemia	Cancer,Hematological or Lymphatic System Disorder	Leukemia	Investigational	Chemical Biomarkers	N-Acetylputrescine
836	N-a-Acetyl-L-arginine	Argininemia	Germ-Line Disorder,Nervous System Disorder,Metabolic Disorder,Endocrine System Disorder	Argininemia	Investigational	Chemical Biomarkers	
